fit_time,score_time,test_accuracy,test_precision_weighted,test_recall_weighted,test_f1_weighted
0.0030236244201660156,0.0036416053771972656,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666
0.002172231674194336,0.004580259323120117,0.3333333333333333,0.13333333333333333,0.3333333333333333,0.19047619047619047
0.0035543441772460938,0.0057485103607177734,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.5333333333333333
0.0033762454986572266,0.005605220794677734,0.3333333333333333,0.13333333333333333,0.3333333333333333,0.19047619047619047
0.0027790069580078125,0.004639863967895508,0.5,0.3333333333333333,0.5,0.4000000000000001
0.004122495651245117,0.003658294677734375,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.3333333333333333
0.002514362335205078,0.0047228336334228516,0.3333333333333333,0.13333333333333333,0.3333333333333333,0.19047619047619047
0.004104137420654297,0.004434347152709961,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.3333333333333333
0.0028421878814697266,0.006019115447998047,0.6666666666666666,0.5,0.6666666666666666,0.5555555555555555
0.004337310791015625,0.00394439697265625,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666
