fit_time,score_time,test_accuracy,test_precision_weighted,test_recall_weighted,test_f1_weighted
0.003024578094482422,0.004541635513305664,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666
0.0030248165130615234,0.004263877868652344,0.5,0.4666666666666666,0.5,0.41269841269841273
0.002848386764526367,0.006303071975708008,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666
0.0033283233642578125,0.005228281021118164,0.3333333333333333,0.13333333333333333,0.3333333333333333,0.19047619047619047
0.003255128860473633,0.004305839538574219,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.1111111111111111
0.004577159881591797,0.005226850509643555,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666
0.0023355484008789062,0.006780147552490234,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666
0.0027565956115722656,0.006408214569091797,0.3333333333333333,0.13333333333333333,0.3333333333333333,0.19047619047619047
0.00275421142578125,0.006317615509033203,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666
0.0024933815002441406,0.004459857940673828,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666
