fit_time,score_time,test_accuracy,test_precision_weighted,test_recall_weighted,test_f1_weighted
0.0030231475830078125,0.005049705505371094,0.4,0.3933333333333333,0.4,0.39206349206349206
0.005278348922729492,0.00680088996887207,0.4,0.36,0.4,0.37777777777777777
0.00223541259765625,0.005085945129394531,0.6,0.5733333333333334,0.6,0.5599999999999999
0.0023005008697509766,0.005640506744384766,0.6,0.8,0.6,0.5599999999999999
0.0030934810638427734,0.005430936813354492,0.3,0.24761904761904763,0.3,0.2597402597402597
0.002660989761352539,0.013142108917236328,0.6,0.6666666666666666,0.6,0.6019047619047619
0.0021371841430664062,0.006247282028198242,0.5,0.43809523809523804,0.5,0.44675324675324674
0.003071308135986328,0.009137630462646484,0.8,0.8666666666666666,0.8,0.7961904761904762
0.002280712127685547,0.009196281433105469,0.7,0.5599999999999999,0.7,0.6222222222222221
0.004877567291259766,0.005470752716064453,0.6,0.64,0.6,0.6
