fit_time,score_time,test_accuracy,test_precision_weighted,test_recall_weighted,test_f1_weighted
0.003565549850463867,0.0035216808319091797,0.5,0.4444444444444444,0.5,0.4666666666666666
0.0031037330627441406,0.005341053009033203,0.6666666666666666,0.5,0.6666666666666666,0.5555555555555555
0.002624034881591797,0.0046236515045166016,0.6666666666666666,0.5,0.6666666666666666,0.5555555555555555
0.003181934356689453,0.0056765079498291016,0.5,0.611111111111111,0.5,0.5222222222222223
0.0030336380004882812,0.004714488983154297,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.6555555555555556
0.003654956817626953,0.0060577392578125,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.2222222222222222
0.003016233444213867,0.0054531097412109375,0.5,0.3333333333333333,0.5,0.4000000000000001
0.002196788787841797,0.0037076473236083984,0.5,0.4666666666666666,0.5,0.41269841269841273
0.0030143260955810547,0.0061397552490234375,0.6666666666666666,0.5,0.6666666666666666,0.5555555555555555
0.002508878707885742,0.004111051559448242,0.6666666666666666,0.5,0.6666666666666666,0.5555555555555555
