fit_time,score_time,test_accuracy,test_precision_weighted,test_recall_weighted,test_f1_weighted
0.004016399383544922,0.004557609558105469,0.5,0.3333333333333333,0.5,0.38888888888888884
0.004108905792236328,0.004522085189819336,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.6666666666666666
0.002508878707885742,0.008219718933105469,0.5,0.4444444444444444,0.5,0.4666666666666666
0.0020384788513183594,0.0060765743255615234,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.6666666666666666
0.0035448074340820312,0.007638454437255859,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.26666666666666666
0.0030536651611328125,0.0045986175537109375,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.3333333333333333
0.004542827606201172,0.009083032608032227,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.6666666666666666
0.0040302276611328125,0.009010553359985352,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.3333333333333333
0.0026323795318603516,0.007608890533447266,0.8333333333333334,0.8888888888888888,0.8333333333333334,0.8222222222222223
0.0031070709228515625,0.00960850715637207,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
