fit_time,score_time,test_accuracy,test_precision_weighted,test_recall_weighted,test_f1_weighted
0.003023862838745117,0.005156278610229492,0.8333333333333334,0.8888888888888888,0.8333333333333334,0.8222222222222223
0.0021271705627441406,0.004137277603149414,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.5333333333333333
0.003618001937866211,0.0042836666107177734,0.5,0.3333333333333333,0.5,0.38888888888888884
0.002972841262817383,0.005987882614135742,0.5,0.5,0.5,0.4444444444444444
0.0016200542449951172,0.0049741268157958984,0.5,0.3333333333333333,0.5,0.38888888888888884
0.0028421878814697266,0.004227876663208008,0.8333333333333334,0.8888888888888888,0.8333333333333334,0.8222222222222223
0.002017974853515625,0.005071163177490234,0.5,0.4666666666666666,0.5,0.41269841269841273
0.0060994625091552734,0.004164218902587891,0.5,0.611111111111111,0.5,0.5222222222222223
0.002145528793334961,0.005646944046020508,0.6666666666666666,0.5,0.6666666666666666,0.5555555555555555
0.0030202865600585938,0.0060536861419677734,0.5,0.4666666666666666,0.5,0.41269841269841273
