fit_time,score_time,test_accuracy,test_precision_weighted,test_recall_weighted,test_f1_weighted
0.0025911331176757812,0.004157066345214844,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666
0.0020596981048583984,0.0045659542083740234,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666
0.0030450820922851562,0.004834890365600586,0.16666666666666666,0.06666666666666667,0.16666666666666666,0.09523809523809523
0.0021448135375976562,0.006352663040161133,0.16666666666666666,0.06666666666666667,0.16666666666666666,0.09523809523809523
0.0030155181884765625,0.004527568817138672,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666
0.004594564437866211,0.004230976104736328,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666
0.0021517276763916016,0.005455493927001953,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666
0.002130746841430664,0.00676274299621582,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666
0.002845287322998047,0.006772041320800781,0.16666666666666666,0.06666666666666667,0.16666666666666666,0.09523809523809523
0.0025153160095214844,0.004535198211669922,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666
