fit_time,score_time,test_accuracy,test_precision_weighted,test_recall_weighted,test_f1_weighted
0.003035306930541992,0.003678560256958008,0.8333333333333334,0.8888888888888888,0.8333333333333334,0.8222222222222223
0.0030727386474609375,0.004109859466552734,0.5,0.4666666666666666,0.5,0.41269841269841273
0.0030508041381835938,0.0030715465545654297,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.6666666666666666
0.002048969268798828,0.0043523311614990234,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
0.0025937557220458984,0.0076138973236083984,0.5,0.611111111111111,0.5,0.5222222222222223
0.003039836883544922,0.003530263900756836,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.35555555555555557
0.004530906677246094,0.003524303436279297,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.3333333333333333
0.003526449203491211,0.006829738616943359,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.6555555555555556
0.0013241767883300781,0.007299661636352539,0.5,0.38888888888888884,0.5,0.43333333333333335
0.002252817153930664,0.005208015441894531,0.3333333333333333,0.27777777777777773,0.3333333333333333,0.3
