Jitter,Shimmer,H1H2,HNR,QValue,SpectralSlope,LowFreqEnergyRatio,HighFreqNoiseRatio,CPP
0.36549917350226624,-0.3697561179722407,-0.8598505099411536,-1.6587901548756803,0.06610573486492176,-1.00882121383321,0.923732631080883,-1.1106228069668713,0.4561862391399831
0.1646390393259657,-1.0165700797745423,-0.26522841021506144,-0.0360048816790115,0.18692667088118997,-0.23485951949168113,-0.9994129311428919,-0.5110825506380301,0.802151792224791
0.2183489158991261,-0.6349406595691762,0.17362998680811517,0.5052247161829577,-1.1421036252977603,0.6035985134357604,1.3099566707073602,-0.2841481471083937,-0.6400917452156439
-1.8840590577067349,-1.0882866876648813,-0.16535286935539475,-0.04981241247765636,1.0729469451497058,0.023127711955495157,-1.0970799417783355,1.8462656014333736,1.4257808200434547
0.223499210889357,0.282970919665707,1.575960817551276,0.08178247340666346,-1.504566433346565,0.2166181355408774,1.3964606379217708,-0.7298498375191517,-1.485918380241343
0.3139965662106334,-0.09282111207470929,1.0137271274572333,-0.034643951952893486,-0.6185461590780491,0.28111494340267146,1.0238404341770186,-0.8685107770107788,-0.6168907500625352
-1.8840590577067349,-1.0995066343316977,-0.1863384149747515,1.9783854380092436,0.992399500840429,0.6680953212975546,0.09309437398359137,-0.5903730413273266,0.023336723818107225
0.21503809762950385,0.3543842132421363,0.13369027576603673,1.9512483280843214,0.18692667088118997,0.3456117512644655,0.5094944811023467,-0.07434583256237795,-0.6241511779767354
0.16169601361726232,-0.6168222891698507,-0.6588798245211998,0.6419681960852305,2.8449872632390907,0.3456117512644655,-0.5881954896004628,1.2978974176131974,0.17178076876536708
0.18671156083590293,1.3261213744956841,-0.3169320154949063,-0.40276157679136093,0.9118522869787993,-0.0413695651821803,-0.0038260163102001184,1.6802437558031096,-1.485918380241343
2.260057583831663,0.12285965285343095,0.04528189017817753,-1.497474618006492,-0.9004617532652239,-1.2023111681427108,0.4227948272871566,-1.1596297315856445,0.22169060459748577
0.20216244580659565,-1.1410506695848621,-0.12550860388859225,-0.03878391729835739,0.6702104149462628,-0.17036318090576846,-0.9994675949830819,-0.8054557645215995,0.8016584573601772
0.2262582546649319,-1.3302733325589722,0.7825128764990474,0.7395059439630438,-0.9004617532652239,0.3456117512644655,0.6895431543189152,0.17588401998641504,-0.17182785547046825
-1.8840590577067349,-1.6233561542698842,-0.22780296690309687,0.14443420004100646,0.6702104149462628,0.023127711955495157,-0.9779758438259012,0.8735143376363855,1.9030539370302515
0.2429964992515097,-0.429191602720423,1.7074339532399372,-0.17131313707514917,-1.3434717751756584,0.9905793606065249,1.2255616697144731,-0.474944797785157,-1.3351872039726145
0.33459757486621894,0.8592811072099648,0.646675795825442,-1.661988596511251,-0.7796408172489557,-0.428349473801182,0.857506642658144,-1.155124840167621,1.0178466459544895
-1.8840590577067349,-0.647146377756199,-0.8770014719291439,0.9084310466417161,0.992399500840429,0.5391017055739664,-1.1908220525168618,-0.011344555937565448,1.053714258790433
0.23232811671012904,0.027641551530775393,-0.22240439642386148,0.7229638859386117,-0.6588198812326875,0.6035985134357604,-0.05576814887068694,0.6259245892205508,-0.17345250430215878
-1.8840590577067349,-1.1239175058746187,-1.3311178590554802,0.1614007996655358,1.0326732229950675,0.4101080898503782,-1.3274656924165118,0.6384621115140486,1.7484859758240867
0.22460275987745174,1.7068409929671025,1.728965804248014,-0.16780484854595892,-0.6588198812326875,0.6680953212975546,1.2529033560538725,-0.3295377530141546,-1.3393281279235156
0.2886130551257358,0.12596791853209943,-1.4586861807073217,-1.325895787954954,-0.2963570731838829,-3.3952016968919465,-0.7224678763166849,-1.1729068275270114,-0.26958478743889386
0.2223954905959242,-0.4084950606528653,-0.9181597909914274,-1.1227724898994202,0.6702104149462628,-3.0727181268588577,-1.0963972089521412,-0.7760103810837347,-0.046898894550085383
0.20216244580659565,-0.3291218844530241,-0.1948961571360796,-0.006085312412161955,-1.7462083053791013,-0.10586590376809299,1.183591596113113,-0.45762902498921953,-0.7076214470973435
0.20951983877301597,-0.8241634637510674,-0.9495499261983932,-0.9667147637985324,1.6367779030764085,-1.1378148295567982,-1.3653803782443723,0.6354589145797251,0.5470516305523365
2.1537413796734373,3.3399473904805252,1.7727276703843418,0.22666619611854166,-1.7462083053791013,-0.49284675093885744,1.452706790561138,-0.8408180377159278,-1.5492624580534633
2.192736299008419,1.4075417811066346,1.3665515484604305,-0.8114660633436361,-0.4171780092001511,0.1521213276790833,1.243054098575272,-1.0793306330829164,1.2551276473605324
0.22423496731653286,-0.8284088756913349,-0.6826357460884427,1.439140914499987,0.26747388474281975,0.9260825527447308,-0.4504883689852553,0.6291654396109555,1.3023568126203617
0.2275457855861551,-0.0856946377756433,0.3612638998910033,1.19463165788014,-0.4171780092001511,1.4098088463461271,0.6861842896704169,1.1744990332634302,0.15925344912678527
0.18413649899345652,-0.30031380260509966,-1.6532335396175175,0.4082679740272129,2.744302842628671,-1.1378148295567982,-1.2701332259438902,1.976916490634545,2.3648299238358574
0.15985670820199177,1.1707100674711968,0.5969554287207349,-1.4272400305988,-1.101829903143122,-0.5573430895247701,0.9304760419835272,0.17958655128981382,-1.5389974693382795
