fit_time,score_time,test_accuracy,test_precision_weighted,test_recall_weighted,test_f1_weighted
0.002012491226196289,0.005030393600463867,0.5,0.4666666666666666,0.5,0.41269841269841273
0.0020160675048828125,0.004521846771240234,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.3333333333333333
0.0025086402893066406,0.0046994686126708984,0.5,0.4666666666666666,0.5,0.41269841269841273
0.0021758079528808594,0.0074422359466552734,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666
0.0030221939086914062,0.007566213607788086,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666
0.003018617630004883,0.0060367584228515625,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666
0.002012014389038086,0.004521846771240234,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666
0.0030279159545898438,0.006642818450927734,0.16666666666666666,0.06666666666666667,0.16666666666666666,0.09523809523809523
0.0014123916625976562,0.00458979606628418,0.5,0.4666666666666666,0.5,0.41269841269841273
0.0031843185424804688,0.006398200988769531,0.3333333333333333,0.27777777777777773,0.3333333333333333,0.3
